"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main"
"sibe, maxime",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Mer","33"
"sibecx system",4,"H02G","INSTALLATION OF ELECTRIC CABLES OR LINES",NA,NA,"Paris","75"
"sibille fameca electric",3,"A47G","HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B)","H01B","CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE","Malataverne","26"
"sic marking group",1,"B25H","WORKSHOP EQUIPMENT",NA,NA,"Pommiers","69"
"sidect",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Villemus","41"
"sidel end of line solutions france",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Saint Laurent sur Sevre","85"
"sidel engineering & conveying solutions",8,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Reichstett","67"
"sidel packing solutions",15,"B65B","MACHINES","B65G","APPARATUS OR DEVICES FOR","Corcelles les Citeaux","21"
"sidel participations",198,"B65G","TRANSPORT OR STORAGE DEVICES","B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES","Octeville sur Mer","76"
"sidel participations,",18,"B65C","LABELLING OR TAGGING MACHINES",NA,NA,"Octeville sur Mer","76"
"sidertechnotrade",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Lissieu","69"
"sieled",3,"F21V","FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES","F21W","NOT OTHERWISE PROVIDED FOR","Saint Paul de Varces","38"
"siemens",38,"B61L","GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC (brakes or auxiliary equipment B61H",NA,NA,"Saint Denis","93"
"siemens mobility",5,"B61L","GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC (brakes or auxiliary equipment B61H",NA,NA,"Chatillon","92"
"siemens vai metals technologies",9,"B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY","B21B","ROLLING OF METAL (auxiliary operations used in connection with metal-working operations covered in B21, seeB21C; bending by rolling B21D; manufacture of particular objects, e.g. screws, wheels, rings, barrels, balls, by rolling B21H; pressure welding by means of a rolling mill B23K0020040000)","Saint Chamond","42"
"sigaud, philippe",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"","33"
"sigedi",1,"B23D","PLANING; SLOTTING; SHEARING; BROACHING; SAWING; FILING; SCRAPING; LIKE OPERATIONS FOR WORKING METAL BY REMOVING MATERIAL",NA,NA,"Corps","38"
"sigfox",25,"H04L","TRANSMISSION OF DIGITAL INFORMATION","H04B","TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)","Labege","31"
"sigma clermont",4,"B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits",NA,NA,"Aubiere","63"
"sigma mediterranee",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Carcassonne","11"
"sigma-clermont",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","B82Y","SPECIFIC USES OR APPLICATIONS OF NANO-STRUCTURES; MEASUREMENT OR ANALYSIS OF NANO-STRUCTURES; MANUFACTURE  OR TREATMENT OF NANO-STRUCTURES","","63"
"sigmaphi",1,"H01F","MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES (ceramics based on ferrites C04B0035260000; alloys C22C; thermomagnetic devices H01L0037000000; loudspeakers",NA,NA,"Vannes","56"
"sigmathera",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Montferrier sur Lez","34"
"signature olfactive",1,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION",NA,NA,"Levallois Perret","92"
"signoptic technologies",2,"A44C","JEWELLERY; BRACELETS; OTHER PERSONAL ADORNMENTS; COINS (jewel boxes A45C0011160000)","B44B","MACHINES","Le Bourget du Lac","73"
"siib france",2,"E04G","SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR OTHER BUILDING AIDS","H02G","OR THEIR USE; HANDLING BUILDING MATERIALS ON THE SITE; REPAIRING","Cournon d Auvergne","63"
"siimo",1,"B27C","PLANING",NA,NA,"Montigny les Metz","57"
"sikemia",4,"B05D","PROCESSES FOR APPLYING LIQUIDS OR OTHER FLUENT MATERIALS TO SURFACES",NA,NA,"Clapiers","34"
"silab s.a",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Objat","19"
"silberstein, frederic",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Strasbourg","67"
"sileane",9,"B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits",NA,NA,"Saint etienne","42"
"silec cable",14,"H01B","CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE","C08K","USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS (paints, inks, varnishes, dyes, polishes, adhesives C09)","Montereau Fault Yonne","77"
"silicon mobility",2,"H02P","CONTROL OR REGULATION OF ELECTRIC MOTORS","H03K","GENERATORS","Valbonne","65"
"silimixt",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Larcay","37"
"silios technologies",2,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","H04N","inductors","Peynier","13"
"sillion, bernard",1,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES",NA,NA,"Lyon","69"
"silltec",1,"H01S","DEVICES USING STIMULATED EMISSION",NA,NA,"Saclay","91"
"silmach",7,"G01B","MEASURING LENGTH","H02N","ELECTRIC MACHINES NOT OTHERWISE PROVIDED FOR","Besancon","25"
"silodesign",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Clichy","92"
"silvestre, clement",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Francheville","69"
"sim&cure",1,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING",NA,NA,"Montpellier","34"
"simeray, jannick jacques",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Argenteuil","95"
"simeray, marc daniel",2,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Argenteuil","78"
"simmony, christine",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Meudon","92"
"simmony, herve",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Saint Germain en Laye","78"
"simmony, marc",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Meudon","92"
"simon, patrick",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Lyon","69"
"simonet, adrien",2,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation","B63H","heating","Marseille","13"
"simonin, michel",10,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","F01N","GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL-COMBUSTION ENGINES (arrangements in connection with gas exhaust of propulsion units in vehicles B60K0013000000; combustion-air intake silencers specially adapted for, or arranged on, internal-combustion engines F02M0035000000; protecting against, or damping, noise in general G10K0011160000)","Voisins le Bretonneux","78"
"simonnet, jean-thierry",5,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Rueil Malmaison","92"
"simp societe industrielle de materiel paramedical",4,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","D04B","OR PREVENTING COLLAPSING OF","Saint Genis Laval","69"
"simu",11,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,"Gray","70"
"sinaptec",1,"B06B","GENERATING OR TRANSMITTING MECHANICAL VIBRATIONS IN GENERAL (for particular physical or chemical processes",NA,NA,"Lezennes","59"
"sineu graff",2,"B65F","GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE (disinfecting refuse A61L; refuse disintegrators B02C; sorting refuse B03B",NA,NA,"Benfeld","67"
"siniat",2,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF",NA,NA,"Avignon","84"
"siniat international",3,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF","C09D","e.g. MORTARS","Avignon","84"
"sinnesal, daniel",1,"A47F","SPECIAL FURNITURE",NA,NA,"Paris","75"
"sintertech",9,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Valence","38"
"siola, andres",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Soulac sur Mer","33"
"sipre",3,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A61P","e.g. AS DISINFECTANTS","Achicourt","62"
"sirap france",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Noves","13"
"sireix, georges",4,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","B65B","MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS; UNPACKING (bundling and pressing devices for cigars A24C0001440000; paper-bag holders as shop or office accessories A47F0013080000; apparatus for coating, e.g. by dipping, B05C; devices for tensioning and securing binders adapted to be supported by the article or articles to be bound B25B; nailing or stapling devices B25C, B27F; inserting documents in envelopes and closing the latter B43M0003000000, B43M0005000000; labelling B65C; wrappers, containers or other packaging elements, e.g. binders, closures, protective caps, B65D; transport or storage devices B65G; devices for handling sheets or webs of interest apart from their application in packaging machines B65H; applying closure members to bottles, jars or similar containers B67B; hand- or power-operated devices not attached to, or not incorporated in, containers or container closures for opening closed containers B67B0007000000; packaging of matches C06F; wrapping sugar during manufacture C13B0045020000; packaging of ammunition or explosive charges F42B0039000000; making containers or receptacles, see the appropriate subclasses);","Riedisheim","68"
"sireix, guillaume",3,"B65B","MACHINES","B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES","Illzach","68"
"sirmed",1,"A61N","ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY (measurement of bioelectric currents A61B; surgical instruments",NA,NA,"Les Aires","34"
"sirven, aude",1,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION",NA,NA,"Paris","75"
"sirven, francois",1,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION",NA,NA,"Paris","75"
"sirven, jacques",1,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION",NA,NA,"Versailles","78"
"sirven, marc",1,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION",NA,NA,"Paris","75"
"sisteria",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Montauban","82"
"sita sud-ouest",1,"B65F","GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE (disinfecting refuse A61L; refuse disintegrators B02C; sorting refuse B03B",NA,NA,"Canejan","33"
"sitbon, eric",2,"H01F","MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES (ceramics based on ferrites C04B0035260000; alloys C22C; thermomagnetic devices H01L0037000000; loudspeakers","H01R","microphones","Paris","75"
"sitbon, ruben",2,"H01F","MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES (ceramics based on ferrites C04B0035260000; alloys C22C; thermomagnetic devices H01L0037000000; loudspeakers","H01R","microphones","",NA
"sivel",2,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Antibes","66"
"siview",3,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Marcoussis","91"
"sivignon, sebastien",1,"B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS",NA,NA,"Brax","31"
"skako concrete",1,"B01F","MIXING",NA,NA,"Lesquin","59"
"skeyecode",13,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Paris","75"
"skf aeroengine france",2,"F16N","LUBRICATING",NA,NA,"Montigny le Bretonneux","78"
"skf aerospace france",8,"B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B","B64C","e.g. C04B0035640000; for the production of metals as such","Saint Vallier","26"
"skf lubrication systems france",4,"B65G","TRANSPORT OR STORAGE DEVICES","F16N","e.g. CONVEYERS FOR LOADING OR TIPPING; SHOP CONVEYER SYSTEMS; PNEUMATIC TUBE CONVEYERS (transport or storage devices used in a particular handling or treatment of articles or materials","Saumur","49"
"skf magnetic mechatronics",35,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Saint Marcel","27"
"skiba, mohamed",3,"C08B","POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H; fermentation or enzyme-using processes C12P0019000000; sugar industry C13; production of cellulose D21)","C08J","WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES  C08B","Montmain","76"
"skillcell",1,"B82Y","SPECIFIC USES OR APPLICATIONS OF NANO-STRUCTURES; MEASUREMENT OR ANALYSIS OF NANO-STRUCTURES; MANUFACTURE  OR TREATMENT OF NANO-STRUCTURES",NA,NA,"","97"
"skin'up",2,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Restigne","37"
"skis rossignol",6,"A45B","WALKING STICKS (walking aids","F16F","e.g. sticks","Saint Jean de Moirans","38"
"skis rossignol- club rossignol",1,"A42B","HATS; HEAD COVERINGS (headbands",NA,NA,"Saint Jean de Moirans","38"
"skware",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Creuzier le Neuf","33"
"skyazur",2,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Wasquehal","59"
"skytech",4,"B03C","MAGNETIC OR ELECTROSTATIC SEPARATION OF SOLID MATERIALS FROM SOLID MATERIALS OR FLUIDS; SEPARATION BY HIGH-VOLTAGE ELECTRIC FIELDS (filters making use of electricity or magnetism B01D0035060000; separating isotopes B01D0059000000; combinations of magnetic or electrostatic separation with separation of solids by other means B03B",NA,NA,"Bonnieres sur Seine","78"
"sleever international company",13,"B65B","MACHINES","B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES","Morangis","91"
"slow control",2,"A47G","HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B)","A61J","CONTAINERS SPECIALLY ADAPTED FOR MEDICAL OR PHARMACEUTICAL PURPOSES; DEVICES OR METHODS SPECIALLY ADAPTED FOR BRINGING PHARMACEUTICAL PRODUCTS INTO PARTICULAR PHYSICAL OR ADMINISTERING FORMS; DEVICES FOR ADMINISTERING FOOD OR MEDICINES ORALLY; BABY COMFORTERS; DEVICES FOR RECEIVING SPITTLE","Saint Paul","97"
"slupecki, annie",5,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION",NA,NA,"Orleans","45"
"slupecki, patrice",5,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION",NA,NA,"Orleans","45"
"sm feu",1,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS",NA,NA,"Cours la Ville","69"
"smart and blue",1,"B05B","SPRAYING APPARATUS; ATOMISING APPARATUS; NOZZLES (spray-mixers with nozzles B01F0005200000; processes for applying liquids or other fluent materials to surfaces by spraying B05D)",NA,NA,"Moirans","38"
"smart force technologies",1,"B05D","PROCESSES FOR APPLYING LIQUIDS OR OTHER FLUENT MATERIALS TO SURFACES",NA,NA,"Grenoble","38"
"smart grid energy",1,"H02J","CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY (power supply circuits for apparatus for measuring X-radiation",NA,NA,"Capbreton","40"
"smart packaging solutions",3,"B42D","BOOKS; BOOK COVERS; LOOSE LEAVES; PRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FOR; DEVICES FOR USE THEREWITH; MOVABLE-STRIP WRITING OR READING APPARATUS (book stands A47B; reading desks A47B0019000000; book rests A47B0023000000)","H01Q","AERIALS (microwave radiators for near-field therapeutic treatment A61N0005040000; apparatus for testing aerials or for measuring aerial characteristics G01R; waveguides H01P; radiators or aerials for microwave heating H05B0006720000)","Rousset","13"
"smartr",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Gardanne","13"
